"","AgeRings","Weight_g","Species","Length_cm"
"68",3,392.40531218777,"Cod",34
"69",2,392.40531218777,"Cod",34
"70",3,428.927112467869,"Cod",35
"71",3,428.927112467869,"Cod",35
"72",3,428.927112467869,"Cod",35
"73",3,428.927112467869,"Cod",35
"74",3,467.674057887759,"Cod",36
"75",3,467.674057887759,"Cod",36
"76",3,508.714241104477,"Cod",37
"77",3,552.115887338607,"Cod",38
"78",3,597.947351037502,"Cod",39
"79",3,646.277112708259,"Cod",40
"80",3,750.706064377574,"Cod",42
"81",5,1060.31529603157,"Cod",47
"82",6,2869.05324142113,"Cod",65
"83",7,4097.2813157908,"Cod",73
"84",9,5021.40248249828,"Cod",78
"85",2,134.692407237676,"Cod",24
"86",7,3762.33734376734,"Cod",71
"87",8,4826.37573619248,"Cod",77
"88",6,5427.26293962884,"Cod",80
"89",1,20.5069321393054,"Cod",13
"90",1,25.7458759404897,"Cod",14
"91",1,25.7458759404897,"Cod",14
"92",1,31.8196038176143,"Cod",15
"93",1,38.7920695225605,"Cod",16
"94",2,172.21175037244,"Cod",26
"95",2,240.799985392402,"Cod",29
"96",2,325.765460560781,"Cod",32
"97",3,597.947351037502,"Cod",39
"98",7,3927.40208849985,"Cod",72
"99",3,597.947351037502,"Cod",39
"100",6,3927.40208849985,"Cod",72
"101",5,2360.78912640864,"Cod",61
"102",5,1446.18837985505,"Cod",52
"103",7,3006.73037363515,"Cod",66
"104",7,4272.04660867214,"Cod",74
"105",2,172.21175037244,"Cod",26
"106",2,193.366554425623,"Cod",27
"107",3,358.040700474711,"Cod",33
"108",4,806.942819315405,"Cod",43
"109",1,46.7275263780455,"Cod",17
"110",2,193.366554425623,"Cod",27
"111",2,193.366554425623,"Cod",27
"112",2,267.212551949008,"Cod",30
"113",2,295.511919421018,"Cod",31
"114",2,295.511919421018,"Cod",31
"115",2,325.765460560781,"Cod",32
"116",2,358.040700474711,"Cod",33
"117",3,392.40531218777,"Cod",34
"118",3,392.40531218777,"Cod",34
"119",3,428.927112467869,"Cod",35
"120",3,428.927112467869,"Cod",35
"121",3,467.674057887759,"Cod",36
"122",3,697.173775907659,"Cod",41
"123",3,646.277112708259,"Cod",40
"124",4,646.277112708259,"Cod",40
"125",4,865.952996770136,"Cod",44
"126",4,1060.31529603157,"Cod",47
"127",7,3148.79398386356,"Cod",67
"128",5,3762.33734376734,"Cod",71
"129",7,4636.52206586152,"Cod",76
"130",8,7021.3190552906,"Cod",87
"131",2,118.194987556792,"Cod",23
"132",2,152.675879097484,"Cod",25
"133",2,216.207004073774,"Cod",28
"134",2,216.207004073774,"Cod",28
"135",2,240.799985392402,"Cod",29
"136",3,240.799985392402,"Cod",29
"137",2,295.511919421018,"Cod",31
"138",3,295.511919421018,"Cod",31
"139",3,325.765460560781,"Cod",32
"140",2,325.765460560781,"Cod",32
"141",2,358.040700474711,"Cod",33
"142",3,358.040700474711,"Cod",33
"143",2,358.040700474711,"Cod",33
"144",3,358.040700474711,"Cod",33
"145",3,358.040700474711,"Cod",33
"146",2,392.40531218777,"Cod",34
"147",3,392.40531218777,"Cod",34
"148",2,428.927112467869,"Cod",35
"149",3,428.927112467869,"Cod",35
"150",2,467.674057887759,"Cod",36
"151",3,467.674057887759,"Cod",36
"152",3,552.115887338607,"Cod",38
"153",3,552.115887338607,"Cod",38
"154",3,597.947351037502,"Cod",39
"155",1,31.8196038176143,"Cod",15
"156",1,38.7920695225605,"Cod",16
"157",2,76.9585168540015,"Cod",20
"158",2,103.117466155406,"Cod",22
"159",2,134.692407237676,"Cod",24
"160",2,172.21175037244,"Cod",26
"161",3,193.366554425623,"Cod",27
"162",2,240.799985392402,"Cod",29
"163",3,267.212551949008,"Cod",30
"164",3,295.511919421018,"Cod",31
"165",2,392.40531218777,"Cod",34
"166",3,428.927112467869,"Cod",35
"167",3,508.714241104477,"Cod",37
"168",3,552.115887338607,"Cod",38
"169",3,646.277112708259,"Cod",40
"170",4,750.706064377574,"Cod",42
"171",4,865.952996770136,"Cod",44
"172",4,927.805665155418,"Cod",45
"173",4,1917.03662256414,"Cod",57
"174",5,2481.63033620575,"Cod",62
"175",1,46.7275263780455,"Cod",17
"176",2,46.7275263780455,"Cod",17
"177",2,46.7275263780455,"Cod",17
"178",2,216.207004073774,"Cod",28
"179",2,240.799985392402,"Cod",29
"180",2,325.765460560781,"Cod",32
"181",3,392.40531218777,"Cod",34
"182",3,392.40531218777,"Cod",34
"183",2,428.927112467869,"Cod",35
"184",3,467.674057887759,"Cod",36
"185",3,597.947351037502,"Cod",39
"186",4,697.173775907659,"Cod",41
"187",4,865.952996770136,"Cod",44
"188",3,865.952996770136,"Cod",44
"189",4,1060.31529603157,"Cod",47
"190",5,1446.18837985505,"Cod",52
"191",5,1533.28018203557,"Cod",53
"192",4,1533.28018203557,"Cod",53
"193",6,1533.28018203557,"Cod",53
"194",5,1623.84078588228,"Cod",54
"195",5,2131.13164745505,"Cod",59
"196",5,2131.13164745505,"Cod",59
"197",5,3602.01556812632,"Cod",70
"198",7,3762.33734376734,"Cod",71
"199",6,5021.40248249828,"Cod",78
"200",7,5221.674222784,"Cod",79
"201",8,6776.49072132172,"Cod",86
"202",8,9198.2682527942,"Cod",95
"203",1,4.15573419115722,"Sprat",9
"204",1,4.92734774405027,"Sprat",9.5
"205",1,5.79140393295329,"Sprat",10
"206",1,6.75351935403513,"Sprat",10.5
"207",2,7.8193529177523,"Sprat",11
"208",2,8.9946041274154,"Sprat",11.5
"209",3,8.9946041274154,"Sprat",11.5
"210",2,10.2850115033203,"Sprat",12
"211",3,10.2850115033203,"Sprat",12
"212",2,11.6963511342985,"Sprat",12.5
"213",3,11.6963511342985,"Sprat",12.5
"214",2,13.2344353414708,"Sprat",13
"215",3,13.2344353414708,"Sprat",13
"216",4,13.2344353414708,"Sprat",13
"217",2,14.905111441344,"Sprat",13.5
"218",3,14.905111441344,"Sprat",13.5
"219",4,14.905111441344,"Sprat",13.5
"220",2,16.7142605973086,"Sprat",14
"221",3,16.7142605973086,"Sprat",14
"222",4,16.7142605973086,"Sprat",14
"223",3,18.6677967501598,"Sprat",14.5
"224",4,18.6677967501598,"Sprat",14.5
"225",5,18.6677967501598,"Sprat",14.5
"226",3,20.771665619564,"Sprat",15
"227",4,20.771665619564,"Sprat",15
"228",5,20.771665619564,"Sprat",15
"229",3,23.0318437694675,"Sprat",15.5
"230",4,23.0318437694675,"Sprat",15.5
"231",5,23.0318437694675,"Sprat",15.5
"232",5,25.454337731349,"Sprat",16
"233",4,28.0451831799768,"Sprat",16.5
"234",2,46.7275263780455,"Cod",17
"235",2,89.3938902860119,"Cod",21
"236",2,103.117466155406,"Cod",22
"237",3,118.194987556792,"Cod",23
"238",2,134.692407237676,"Cod",24
"239",2,134.692407237676,"Cod",24
"240",2,134.692407237676,"Cod",24
"241",3,193.366554425623,"Cod",27
"242",2,76.9585168540015,"Cod",20
"243",2,193.366554425623,"Cod",27
"244",3,295.511919421018,"Cod",31
"245",3,295.511919421018,"Cod",31
"246",3,325.765460560781,"Cod",32
"247",3,358.040700474711,"Cod",33
"248",4,552.115887338607,"Cod",38
"249",2,216.207004073774,"Cod",28
"250",2,325.765460560781,"Cod",32
"251",2,46.7275263780455,"Cod",17
"252",2,103.117466155406,"Cod",22
"253",2,76.9585168540015,"Cod",20
"254",2,89.3938902860119,"Cod",21
"255",4,467.674057887759,"Cod",36
"256",4,508.714241104477,"Cod",37
"257",1,31.8196038176143,"Cod",15
"258",2,38.7920695225605,"Cod",16
"259",1,65.7458217003128,"Cod",19
"260",4,750.706064377574,"Cod",42
"261",3,1533.28018203557,"Cod",53
"262",2,89.3938902860119,"Cod",21
"263",2,103.117466155406,"Cod",22
"264",2,65.7458217003128,"Cod",19
"265",2,89.3938902860119,"Cod",21
"266",4,508.714241104477,"Cod",37
"267",2,358.040700474711,"Cod",33
"268",3,467.674057887759,"Cod",36
"269",2,55.69050978041,"Cod",18
"270",2,65.7458217003128,"Cod",19
"271",2,65.7458217003128,"Cod",19
"272",2,89.3938902860119,"Cod",21
"273",2,103.117466155406,"Cod",22
"274",2,118.194987556792,"Cod",23
"275",2,118.194987556792,"Cod",23
"276",2,118.194987556792,"Cod",23
"277",2,152.675879097484,"Cod",25
"278",2,152.675879097484,"Cod",25
"279",2,172.21175037244,"Cod",26
"280",2,172.21175037244,"Cod",26
"281",2,216.207004073774,"Cod",28
"282",2,216.207004073774,"Cod",28
"283",3,216.207004073774,"Cod",28
"284",2,240.799985392402,"Cod",29
"285",3,240.799985392402,"Cod",29
"286",3,267.212551949008,"Cod",30
"287",2,295.511919421018,"Cod",31
"288",3,295.511919421018,"Cod",31
"289",2,295.511919421018,"Cod",31
"290",2,295.511919421018,"Cod",31
"291",3,358.040700474711,"Cod",33
"292",3,467.674057887759,"Cod",36
"293",2,152.675879097484,"Cod",25
"294",2,152.675879097484,"Cod",25
"295",2,193.366554425623,"Cod",27
"296",3,193.366554425623,"Cod",27
"297",3,216.207004073774,"Cod",28
"298",3,267.212551949008,"Cod",30
"299",3,358.040700474711,"Cod",33
"300",2,172.21175037244,"Cod",26
"301",3,193.366554425623,"Cod",27
"302",3,216.207004073774,"Cod",28
"303",3,240.799985392402,"Cod",29
"304",4,467.674057887759,"Cod",36
"305",2,134.692407237676,"Cod",24
"306",3,134.692407237676,"Cod",24
"307",2,172.21175037244,"Cod",26
"308",3,325.765460560781,"Cod",32
"309",3,358.040700474711,"Cod",33
"310",4,508.714241104477,"Cod",37
"311",2,172.21175037244,"Cod",26
"312",3,193.366554425623,"Cod",27
"313",3,216.207004073774,"Cod",28
"314",3,467.674057887759,"Cod",36
"315",3,508.714241104477,"Cod",37
"316",2,38.7920695225605,"Cod",16
"317",1,38.7920695225605,"Cod",16
"318",2,38.7920695225605,"Cod",16
"319",1,55.69050978041,"Cod",18
"320",1,65.7458217003128,"Cod",19
"321",1,65.7458217003128,"Cod",19
"322",2,118.194987556792,"Cod",23
"323",3,118.194987556792,"Cod",23
"324",2,134.692407237676,"Cod",24
"325",2,152.675879097484,"Cod",25
"326",2,152.675879097484,"Cod",25
"327",2,152.675879097484,"Cod",25
"328",2,172.21175037244,"Cod",26
"329",2,172.21175037244,"Cod",26
"330",3,216.207004073774,"Cod",28
"331",3,216.207004073774,"Cod",28
"332",3,216.207004073774,"Cod",28
"333",4,597.947351037502,"Cod",39
"334",2,46.7275263780455,"Cod",17
"335",2,46.7275263780455,"Cod",17
"336",2,118.194987556792,"Cod",23
"337",2,134.692407237676,"Cod",24
"338",2,152.675879097484,"Cod",25
"339",2,193.366554425623,"Cod",27
"340",3,193.366554425623,"Cod",27
"341",2,216.207004073774,"Cod",28
"342",2,240.799985392402,"Cod",29
"343",2,240.799985392402,"Cod",29
"344",3,267.212551949008,"Cod",30
"345",3,267.212551949008,"Cod",30
"346",3,295.511919421018,"Cod",31
"347",2,38.7920695225605,"Cod",16
"348",1,46.7275263780455,"Cod",17
"349",2,134.692407237676,"Cod",24
"350",2,152.675879097484,"Cod",25
"351",3,152.675879097484,"Cod",25
"352",2,193.366554425623,"Cod",27
"353",3,216.207004073774,"Cod",28
"354",3,240.799985392402,"Cod",29
"355",3,240.799985392402,"Cod",29
"356",3,267.212551949008,"Cod",30
"357",1,38.7920695225605,"Cod",16
"358",2,172.21175037244,"Cod",26
"359",3,172.21175037244,"Cod",26
"360",3,392.40531218777,"Cod",34
"361",3,392.40531218777,"Cod",34
"362",3,428.927112467869,"Cod",35
"363",2,89.3938902860119,"Cod",21
"364",3,267.212551949008,"Cod",30
"365",2,392.40531218777,"Cod",34
"366",3,392.40531218777,"Cod",34
"367",3,392.40531218777,"Cod",34
"368",3,392.40531218777,"Cod",34
"369",2,428.927112467869,"Cod",35
"370",3,428.927112467869,"Cod",35
"371",3,428.927112467869,"Cod",35
"372",3,428.927112467869,"Cod",35
"373",3,467.674057887759,"Cod",36
"374",4,508.714241104477,"Cod",37
"375",3,508.714241104477,"Cod",37
"376",4,508.714241104477,"Cod",37
"377",4,646.277112708259,"Cod",40
"378",6,1131.11093627793,"Cod",48
"379",2,65.7458217003128,"Cod",19
"380",2,103.117466155406,"Cod",22
"381",3,392.40531218777,"Cod",34
"382",2,428.927112467869,"Cod",35
"383",4,1131.11093627793,"Cod",48
"384",5,1815.64879433921,"Cod",56
"385",2,152.675879097484,"Cod",25
"386",2,193.366554425623,"Cod",27
"387",2,216.207004073774,"Cod",28
"388",2,216.207004073774,"Cod",28
"389",2,216.207004073774,"Cod",28
"390",2,267.212551949008,"Cod",30
"391",3,295.511919421018,"Cod",31
"392",3,325.765460560781,"Cod",32
"393",3,358.040700474711,"Cod",33
"394",3,428.927112467869,"Cod",35
"395",3,428.927112467869,"Cod",35
"396",3,508.714241104477,"Cod",37
"397",3,508.714241104477,"Cod",37
"398",4,646.277112708259,"Cod",40
"399",4,697.173775907659,"Cod",41
"400",3,750.706064377574,"Cod",42
"401",4,865.952996770136,"Cod",44
"402",4,927.805665155418,"Cod",45
"403",5,1131.11093627793,"Cod",48
"404",5,1205.02641869547,"Cod",49
"405",7,3602.01556812632,"Cod",70
"406",1,31.8196038176143,"Cod",15
"407",1,38.7920695225605,"Cod",16
"408",4,992.570002871883,"Cod",46
"409",3,392.40531218777,"Cod",34
"410",4,1205.02641869547,"Cod",49
"411",7,3762.33734376734,"Cod",71
"412",3,295.511919421018,"Cod",31
"413",2,358.040700474711,"Cod",33
"414",3,428.927112467869,"Cod",35
"415",4,750.706064377574,"Cod",42
"416",4,927.805665155418,"Cod",45
"417",4,1205.02641869547,"Cod",49
"418",4,1282.13133980358,"Cod",50
"419",5,1533.28018203557,"Cod",53
"420",6,1917.03662256414,"Cod",57
"421",4,2022.17409666077,"Cod",58
"422",5,2022.17409666077,"Cod",58
"423",7,3148.79398386356,"Cod",67
"424",8,3295.31522356657,"Cod",68
"425",6,3446.36531858578,"Cod",69
"426",8,3762.33734376734,"Cod",71
"427",6,3295.31522356657,"Cod",68
"428",2,295.511919421018,"Cod",31
"429",3,358.040700474711,"Cod",33
"430",3,428.927112467869,"Cod",35
"431",3,467.674057887759,"Cod",36
"432",3,646.277112708259,"Cod",40
"433",3,750.706064377574,"Cod",42
"434",4,750.706064377574,"Cod",42
"435",4,750.706064377574,"Cod",42
"436",3,806.942819315405,"Cod",43
"437",3,806.942819315405,"Cod",43
"438",4,806.942819315405,"Cod",43
"439",4,927.805665155418,"Cod",45
"440",4,1131.11093627793,"Cod",48
"441",4,1131.11093627793,"Cod",48
"442",2,295.511919421018,"Cod",31
"443",3,392.40531218777,"Cod",34
"444",3,467.674057887759,"Cod",36
"445",4,865.952996770136,"Cod",44
"446",4,927.805665155418,"Cod",45
"447",4,927.805665155418,"Cod",45
"448",5,1060.31529603157,"Cod",47
"449",9,4272.04660867214,"Cod",74
"450",8,4451.7696188541,"Cod",75
"451",7,5021.40248249828,"Cod",78
"452",8,5427.26293962884,"Cod",80
"453",9,5854.67955163808,"Cod",82
"454",10,6776.49072132172,"Cod",86
"455",10,3446.36531858578,"Cod",69
"456",2,216.207004073774,"Cod",28
"457",5,1131.11093627793,"Cod",48
"458",4,1362.49539562936,"Cod",51
"459",5,1362.49539562936,"Cod",51
"460",5,1717.94026760934,"Cod",55
"461",4,1815.64879433921,"Cod",56
"462",5,2131.13164745505,"Cod",59
"463",6,2243.97979083495,"Cod",60
"464",5,2360.78912640864,"Cod",61
"465",6,2360.78912640864,"Cod",61
"466",6,2481.63033620575,"Cod",62
"467",6,2735.69151119043,"Cod",64
"468",5,2735.69151119043,"Cod",64
"469",8,3148.79398386356,"Cod",67
"470",8,4272.04660867214,"Cod",74
"471",8,4272.04660867214,"Cod",74
"472",3,1446.18837985505,"Cod",52
"473",5,3762.33734376734,"Cod",71
"474",1,46.7275263780455,"Cod",17
"475",1,55.69050978041,"Cod",18
"476",1,55.69050978041,"Cod",18
"477",1,89.3938902860119,"Cod",21
"478",5,1446.18837985505,"Cod",52
"479",6,3006.73037363515,"Cod",66
"480",1,118.194987556792,"Cod",23
"481",1,38.7920695225605,"Cod",16
"482",1,46.7275263780455,"Cod",17
"483",1,46.7275263780455,"Cod",17
"484",1,55.69050978041,"Cod",18
"485",1,55.69050978041,"Cod",18
"486",1,65.7458217003128,"Cod",19
"487",6,4272.04660867214,"Cod",74
"488",6,4451.7696188541,"Cod",75
"489",6,5427.26293962884,"Cod",80
"490",4,2869.05324142113,"Cod",65
"491",5,2869.05324142113,"Cod",65
"492",4,3006.73037363515,"Cod",66
"493",6,3295.31522356657,"Cod",68
"494",9,3927.40208849985,"Cod",72
"495",5,3927.40208849985,"Cod",72
"496",4,1917.03662256414,"Cod",57
"497",4,2022.17409666077,"Cod",58
"498",4,2243.97979083495,"Cod",60
"499",7,2243.97979083495,"Cod",60
"500",6,2481.63033620575,"Cod",62
"501",5,2735.69151119043,"Cod",64
"502",1,76.9585168540015,"Cod",20
"503",1,89.3938902860119,"Cod",21
"504",1,103.117466155406,"Cod",22
"505",1,118.194987556792,"Cod",23
"506",3,597.947351037502,"Cod",39
"507",4,1917.03662256414,"Cod",57
"508",4,1282.13133980358,"Cod",50
"509",5,4636.52206586152,"Cod",76
"510",6,4826.37573619248,"Cod",77
"511",8,5638.24067942552,"Cod",81
"512",1,134.692407237676,"Cod",24
"513",1,134.692407237676,"Cod",24
"514",1,152.675879097484,"Cod",25
"515",1,152.675879097484,"Cod",25
"516",2,240.799985392402,"Cod",29
"517",2,295.511919421018,"Cod",31
"518",3,750.706064377574,"Cod",42
"519",2,992.570002871883,"Cod",46
"520",5,7272.04246354403,"Cod",88
"521",6,8616.62623241073,"Cod",93
"522",2,358.040700474711,"Cod",33
"523",2,428.927112467869,"Cod",35
"524",3,467.674057887759,"Cod",36
"525",3,646.277112708259,"Cod",40
"526",2,697.173775907659,"Cod",41
"527",2,750.706064377574,"Cod",42
"528",1,38.7920695225605,"Cod",16
"529",1,46.7275263780455,"Cod",17
"530",1,103.117466155406,"Cod",22
"531",1,118.194987556792,"Cod",23
"532",1,172.21175037244,"Cod",26
"533",2,240.799985392402,"Cod",29
"534",3,927.805665155418,"Cod",45
"535",3,992.570002871883,"Cod",46
"536",3,1060.31529603157,"Cod",47
"537",2,358.040700474711,"Cod",33
"538",2,358.040700474711,"Cod",33
"539",2,467.674057887759,"Cod",36
"540",2,597.947351037502,"Cod",39
"541",2,646.277112708259,"Cod",40
"542",5,4272.04660867214,"Cod",74
"543",7,6537.4849883842,"Cod",85
"544",4,806.942819315405,"Cod",43
"545",3,2131.13164745505,"Cod",59
"546",7,2481.63033620575,"Cod",62
"547",5,2735.69151119043,"Cod",64
"548",3,2869.05324142113,"Cod",65
"549",5,3762.33734376734,"Cod",71
"550",6,4097.2813157908,"Cod",73
"551",6,5427.26293962884,"Cod",80
"552",1,31.8196038176143,"Cod",15
"553",1,31.8196038176143,"Cod",15
"554",1,38.7920695225605,"Cod",16
"555",1,38.7920695225605,"Cod",16
"556",1,65.7458217003128,"Cod",19
"557",1,89.3938902860119,"Cod",21
"558",3,2022.17409666077,"Cod",58
"559",4,4097.2813157908,"Cod",73
"560",2,646.277112708259,"Cod",40
"561",2,697.173775907659,"Cod",41
"562",2,806.942819315405,"Cod",43
"563",3,865.952996770136,"Cod",44
"564",3,927.805665155418,"Cod",45
"565",3,1205.02641869547,"Cod",49
"566",2,325.765460560781,"Cod",32
"567",2,358.040700474711,"Cod",33
"568",2,392.40531218777,"Cod",34
"569",2,467.674057887759,"Cod",36
"570",3,508.714241104477,"Cod",37
"571",2,597.947351037502,"Cod",39
"572",1,76.9585168540015,"Cod",20
"573",1,76.9585168540015,"Cod",20
"574",1,172.21175037244,"Cod",26
"575",2,193.366554425623,"Cod",27
"576",1,240.799985392402,"Cod",29
"577",2,325.765460560781,"Cod",32
"578",3,1362.49539562936,"Cod",51
"579",1,38.7920695225605,"Cod",16
"580",1,55.69050978041,"Cod",18
"581",1,55.69050978041,"Cod",18
"582",1,65.7458217003128,"Cod",19
"583",1,65.7458217003128,"Cod",19
"584",2,552.115887338607,"Cod",38
"585",2,646.277112708259,"Cod",40
"586",2,750.706064377574,"Cod",42
"587",2,865.952996770136,"Cod",44
"588",3,927.805665155418,"Cod",45
"589",3,1131.11093627793,"Cod",48
"590",2,295.511919421018,"Cod",31
"591",2,358.040700474711,"Cod",33
"592",2,392.40531218777,"Cod",34
"593",2,392.40531218777,"Cod",34
"594",2,467.674057887759,"Cod",36
"595",2,508.714241104477,"Cod",37
"596",1,103.117466155406,"Cod",22
"597",1,118.194987556792,"Cod",23
"598",1,152.675879097484,"Cod",25
"599",1,172.21175037244,"Cod",26
"600",2,193.366554425623,"Cod",27
"601",2,240.799985392402,"Cod",29
"602",3,697.173775907659,"Cod",41
"603",2,750.706064377574,"Cod",42
"604",3,1362.49539562936,"Cod",51
"605",2,750.706064377574,"Cod",42
"606",2,552.115887338607,"Cod",38
"607",2,597.947351037502,"Cod",39
"608",2,597.947351037502,"Cod",39
"609",3,750.706064377574,"Cod",42
"610",2,750.706064377574,"Cod",42
"611",2,806.942819315405,"Cod",43
"612",1,103.117466155406,"Cod",22
"613",1,103.117466155406,"Cod",22
"614",1,172.21175037244,"Cod",26
"615",1,46.7275263780455,"Cod",17
"616",1,65.7458217003128,"Cod",19
"617",1,76.9585168540015,"Cod",20
"618",1,103.117466155406,"Cod",22
"619",4,4826.37573619248,"Cod",77
"620",2,467.674057887759,"Cod",36
"621",2,697.173775907659,"Cod",41
"622",3,697.173775907659,"Cod",41
"623",3,992.570002871883,"Cod",46
"624",3,992.570002871883,"Cod",46
"625",3,1282.13133980358,"Cod",50
"626",2,240.799985392402,"Cod",29
"627",2,295.511919421018,"Cod",31
"628",2,392.40531218777,"Cod",34
"629",6,6776.49072132172,"Cod",86
"630",4,1362.49539562936,"Cod",51
"631",5,2360.78912640864,"Cod",61
"632",5,3295.31522356657,"Cod",68
"633",6,5854.67955163808,"Cod",82
"634",9,6304.22944219322,"Cod",84
"635",1,46.7275263780455,"Cod",17
"636",1,55.69050978041,"Cod",18
"637",1,65.7458217003128,"Cod",19
"638",1,76.9585168540015,"Cod",20
"639",1,118.194987556792,"Cod",23
"640",1,134.692407237676,"Cod",24
"641",3,2022.17409666077,"Cod",58
"642",4,3295.31522356657,"Cod",68
"643",4,3446.36531858578,"Cod",69
"644",6,4451.7696188541,"Cod",75
"645",7,5427.26293962884,"Cod",80
"646",3,1131.11093627793,"Cod",48
"647",3,1362.49539562936,"Cod",51
"648",3,1533.28018203557,"Cod",53
"649",3,1717.94026760934,"Cod",55
"650",4,1815.64879433921,"Cod",56
"651",3,1815.64879433921,"Cod",56
"652",2,597.947351037502,"Cod",39
"653",2,646.277112708259,"Cod",40
"654",2,697.173775907659,"Cod",41
"655",2,750.706064377574,"Cod",42
"656",2,865.952996770136,"Cod",44
"657",2,865.952996770136,"Cod",44
"658",3,927.805665155418,"Cod",45
"659",3,992.570002871883,"Cod",46
"660",4,1717.94026760934,"Cod",55
"661",1,31.8196038176143,"Cod",15
"662",1,46.7275263780455,"Cod",17
"663",1,65.7458217003128,"Cod",19
"664",1,193.366554425623,"Cod",27
"665",1,267.212551949008,"Cod",30
"666",2,597.947351037502,"Cod",39
"667",2,646.277112708259,"Cod",40
"668",3,697.173775907659,"Cod",41
"669",3,806.942819315405,"Cod",43
"670",1,31.8196038176143,"Cod",15
"671",1,46.7275263780455,"Cod",17
"672",1,76.9585168540015,"Cod",20
"673",2,358.040700474711,"Cod",33
"674",3,1205.02641869547,"Cod",49
"675",7,5021.40248249828,"Cod",78
"676",9,5854.67955163808,"Cod",82
"677",7,5854.67955163808,"Cod",82
"678",8,6076.65172807729,"Cod",83
"679",8,8335.33833342729,"Cod",92
"680",3,467.674057887759,"Cod",36
"681",6,2735.69151119043,"Cod",64
"682",5,5221.674222784,"Cod",79
"683",6,5427.26293962884,"Cod",80
"684",1,103.117466155406,"Cod",22
"685",3,1446.18837985505,"Cod",52
"686",7,358.040700474711,"Cod",33
"687",5,2606.57418341993,"Cod",63
"688",5,3927.40208849985,"Cod",72
"689",1,103.117466155406,"Cod",22
"690",1,152.675879097484,"Cod",25
"691",1,216.207004073774,"Cod",28
"692",2,295.511919421018,"Cod",31
"693",2,392.40531218777,"Cod",34
"694",2,428.927112467869,"Cod",35
"695",3,1362.49539562936,"Cod",51
"696",3,1446.18837985505,"Cod",52
"697",3,1533.28018203557,"Cod",53
"698",3,2022.17409666077,"Cod",58
"699",1,65.7458217003128,"Cod",19
"700",1,89.3938902860119,"Cod",21
"701",3,865.952996770136,"Cod",44
"702",3,927.805665155418,"Cod",45
"703",3,992.570002871883,"Cod",46
"704",2,1060.31529603157,"Cod",47
"705",3,1131.11093627793,"Cod",48
"706",3,1131.11093627793,"Cod",48
"707",2,295.511919421018,"Cod",31
"708",2,428.927112467869,"Cod",35
"709",2,552.115887338607,"Cod",38
"710",2,597.947351037502,"Cod",39
"711",2,646.277112708259,"Cod",40
"712",2,697.173775907659,"Cod",41
"713",1,134.692407237676,"Cod",24
"714",1,152.675879097484,"Cod",25
"715",1,172.21175037244,"Cod",26
